TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,AccountDestinoID,Currency,TransactionStatus,Motivo
TX001398,AC00141,780.59,2023-06-28 17:58:48,Credit,Tucson,D000451,191.25.177.160,M058,Online,AC00235,USD,Completed,OK
TX001399,AC00410,282.65,2023-03-08 17:42:36,Debit,Fort Worth,D000626,135.73.131.111,M012,ATM,AC00317,USD,Success,OK
TX001400,AC00362,305.27,27/09/2023 16:25,Debit,Las Vegas,D000657,57.166.147.242,M059,Online,AC00480,USD,COMPLETED,OK
TX001401,AC00315,185.81,2023-09-20 16:30:06,Debit,Austin,D000696,201.114.165.141,M033,Online,AC00248,USD,completed,OK
TX001402,AC00092,66.01,2023-10-06 18:39:39,Debit,Milwaukee,D000317,49.172.82.247,M042,Online,AC00009,USD,Completed,OK
TX001403,AC00133,447.95,2023-01-11 17:27:56,Debit,Tucson,D000442,19.20.13.234,M002,Branch,AC00783,USD,declined,Cuenta destino no existe
TX001404,AC00069,279.3,06-22-2023,Debit,Oklahoma City,D000674,77.21.150.75,M079,ATM,AC00009,USD,completed,OK
TX001405,AC00498,26.75,2023/05/08,Debit,Indianapolis,D000537,131.41.45.13,M096,Online,AC00141,USD,completed,OK
TX001406,AC00006,611.15,2023-08-11 17:12:30,Debit,Detroit,D000044,51.250.46.149,M009,ATM,AC00148,USD,Success,OK
TX001407,AC00104,275.2,2023-08-24 17:13:38,Debit,New York,D000122,59.12.96.11,M058,Online,AC00917,USD,FAILED,Cuenta destino no existe
TX001408,AC00311,427.79,02-21-2023,Debit,San Jose,D000018,203.99.96.114,M016,Branch,AC00221,USD,Success,OK
TX001409,AC00144,469.13,2023-12-04 17:53:57,Credit,San Antonio,D000501,63.191.171.41,M009,ATM,AC00467,USD,Success,OK
TX001410,AC00157,102.81,2023-12-04 16:23:00,Debit,Seattle,D000076,21.28.32.1,M074,Branch,AC00472,USD,COMPLETED,OK
TX001411,AC00171,22.61,2023-12-21 17:56:04,Debit,Seattle,D000255,76.136.92.235,M099,Online,AC00077,USD,FAILED,Fondos insuficientes
TX001412,AC00374,68.28,06-08-2023,Debit,Boston,D000649,148.112.151.27,M100,Online,AC00318,USD,completed,OK
TX001413,AC00219,33.65,09-18-2023,Credit,New York,D000470,49.31.186.82,M067,Online,AC00419,USD,declined,Fondos insuficientes
TX001414,AC00405,362.68,16/01/2023 18:02,Credit,Miami,D000280,172.111.76.65,M014,ATM,AC00409,USD,Success,OK
TX001415,AC00075,73.23,2023-06-23 16:41:27,Debit,San Francisco,D000128,66.226.179.193,M090,Branch,AC00193,USD,Completed,OK
TX001416,AC00136,654.49,20/11/2023 16:31,Credit,Austin,D000380,167.104.180.235,M060,Online,AC00237,USD,Success,OK
TX001417,AC00056,18.56,2023-04-24 17:04:21,Credit,,D000189,41.82.55.163,M094,Branch,AC00358,USD,Completed,OK
TX001418,AC00368,389.05,2023/01/06,Debit,Dallas,D000379,7.105.184.86,M075,,AC00351,USD,COMPLETED,OK
TX001419,AC00261,7.38,,Debit,Houston,D000011,156.96.135.18,M076,Online,AC00042,USD,Completed,OK
TX001420,AC00090,109.48,,Debit,Baltimore,D000122,17.36.132.202,M008,Online,AC00441,USD,FAILED,Fondos insuficientes
TX001421,AC00297,,01-30-2023,Debit,Seattle,D000509,51.196.87.214,,ATM,AC00017,USD,COMPLETED,OK
TX001422,AC00144,335.48,03-02-2023,Debit,Oklahoma City,D000211,107.247.202.71,M040,Branch,AC00196,USD,COMPLETED,OK
TX001423,AC00207,38.14,2023-12-28 16:51:20,Debit,Albuquerque,D000572,113.134.242.82,M026,Online,AC00245,USD,COMPLETED,OK
TX001424,AC00443,1076.98,2023-12-20 18:12:25,Debit,Detroit,D000474,49.31.186.82,M090,Branch,AC00505,USD,Completed,OK
TX001425,AC00179,360.02,2023-02-09 16:29:06,Debit,Dallas,D000072,49.31.186.82,M004,Online,AC00043,USD,completed,OK
TX001426,AC00175,567.71,2023-02-06 18:39:23,Debit,Memphis,D000605,6.204.110.7,M086,Online,AC00224,USD,Declined,Fondos insuficientes
TX001427,AC00386,218.19,23-May-2023 04:29 PM,Debit,Austin,D000626,165.35.58.173,M078,ATM,AC00170,USD,Completed,OK
TX001428,AC00067,209.99,2023-09-07 17:19:21,Debit,Denver,D000381,125.89.163.224,M014,ATM,AC00441,USD,Success,OK
TX001429,AC00369,11.02,13-Nov-2023 04:32 PM,Debit,Tucson,D000320,203.174.215.229,M008,Branch,AC00460,USD,completed,OK
TX001430,AC00257,83.43,2023-05-30 16:28:48,Debit,,D000627,23.255.214.209,M012,Online,AC00022,USD,Success,OK
TX001431,AC00059,344.97,2023-03-20 17:30:52,Debit,Austin,D000264,214.67.148.245,M050,Online,AC00463,USD,completed,OK
TX001432,AC00341,172.29,2023-01-30 17:22:39,Debit,  EL PASO  ,D000474,72.128.135.172,M034,ATM,AC00456,USD,FAILED,Fondos insuficientes
TX001433,AC00357,195.54,2023-07-17 16:05:23,Debit,Omaha,D000144,161.195.172.148,M039,Online,AC00139,,completed,OK
TX001434,AC00455,101.23,2023-08-04 18:34:01,Debit,Colorado Springs,D000696,171.150.178.172,M015,Online,AC00539,USD,FAILED,Cuenta destino no existe
TX001435,AC00346,180.46,2023-03-13 16:26:30,Debit,Fresno,D000456,147.114.91.132,M001,,AC00144,USD,Success,OK
TX001436,AC00118,692.55,03-07-2023,Debit,Charlotte,D000577,180.224.54.115,M058,Branch,AC00290,USD,Success,OK
TX001437,AC00275,,2023-06-12 17:10:27,Credit,Mesa,D000059,100.4.40.132,M005,Online,AC00092,USD,Completed,OK
TX001438,AC00028,107.48,2023-02-07 17:38:18,Debit,Los Angeles,D000624,120.32.147.210,M058,Branch,AC00163,USD,Completed,OK
TX001439,AC00179,1831.02,2023-09-15 17:31:42,Credit,Columbus,D000246,141.121.30.32,M012,Online,AC00607,USD,Failed,Cuenta destino no existe
TX001440,AC00090,81.51,2023-08-10 16:10:22,Debit,Washington,D000079,192.95.36.246,M059,Branch,AC00387,USD,Success,OK
TX001441,AC00367,365.48,2023-05-22 17:59:02,Credit,Seattle,D000310,44.197.126.59,M082,Online,AC00422,USD,Failed,Fondos insuficientes
TX001442,AC00441,491.1,05/06/2023 16:08,Credit,Houston,D000408,175.210.47.87,M067,Online,AC00040,USD,Completed,OK
TX001443,AC00266,452.8,24/11/2023 16:45,Debit,Los Angeles,D000527,211.45.75.44,M034,Branch,AC00290,USD,Success,OK
TX001444,AC00072,645.04,2023-12-22 17:08:55,Debit,Memphis,D000515,10.191.172.154,M014,,AC00429,USD,Success,OK
TX001445,AC00245,,2023/03/27,Debit,Philadelphia,D000227,218.238.171.184,M057,Branch,AC00348,USD,Completed,OK
TX001446,AC00119,88.42,18-Oct-2023 04:28 PM,Debit,El Paso,D000443,37.143.57.20,M096,ATM,AC00171,USD,Success,OK
TX001447,AC00061,155.53,2023-03-24 17:04:32,Debit,Baltimore,D000507,77.21.150.75,M041,ATM,AC00380,USD,completed,OK
TX001448,AC00080,991.82,04-Dec-2023 04:16 PM,Debit,Milwaukee,D000496,62.152.134.92,M042,Online,AC00354,USD,Success,OK
TX001449,AC00254,39.24,14-Nov-2023 06:33 PM,Debit,Dallas,D000164,214.67.148.245,M095,ATM,AC00258,USD,Success,OK
TX001450,AC00218,152.01,02-23-2023,Debit,Fort Worth,D000407,80.75.92.66,M095,ATM,AC00178,,Declined,Fondos insuficientes
TX001451,AC00268,78.77,2023-05-08 18:36:59,Credit,Las Vegas,D000301,64.15.0.66,M085,ATM,AC00724,USD,Declined,Cuenta destino no existe
TX001452,AC00460,26.5,08-Feb-2023 04:42 PM,Debit,Indianapolis,D000175,9.230.41.239,M063,Online,AC00039,USD,completed,OK
TX001453,AC00257,83.62,22/06/2023 17:18,Debit,Raleigh,D000554,202.21.120.44,,ATM,AC00395,USD,Success,OK
TX001454,AC00398,142.78,2023-05-09 16:40:52,Debit,  SAN DIEGO  ,D000499,80.75.92.66,M021,Branch,AC00305,USD,Completed,OK
TX001455,AC00162,55.99,2023-11-13 16:16:24,Debit,El Paso,D000525,215.97.143.157,M037,ATM,AC00398,USD,Success,OK
TX001456,AC00015,774.48,2023/03/06,Debit,Louisville,D000233,76.136.92.235,M013,Branch,AC00326,USD,Failed,Fondos insuficientes
TX001457,AC00462,105.37,11/05/2023 18:31,Debit,Sacramento,D000327,164.75.163.220,M043,ATM,AC00231,,completed,OK
TX001458,AC00218,118.83,2023-06-26 16:10:25,Debit,Virginia Beach,D000321,190.251.45.32,M039,Online,AC00183,USD,completed,OK
TX001459,AC00217,46.22,2023-11-13 16:41:09,Debit,San Jose,D000638,49.31.186.82,M049,Branch,AC00193,USD,Success,OK
TX001460,AC00460,659.71,2023-05-05 16:10:24,Credit,San Jose,D000095,150.83.4.238,M052,Branch,AC00349,USD,Success,OK
TX001461,AC00068,377.97,2023-11-17 16:50:08,Debit,Miami,D000195,138.87.180.254,M028,Online,AC00196,USD,Success,OK
TX001462,AC00214,114.1,05-22-2023,Debit,Boston,D000275,65.149.11.248,M024,Branch,AC00318,USD,Success,OK
TX001463,AC00266,11.3,2023-12-01 16:33:43,Credit,Louisville,D000528,10.191.172.154,M044,Online,AC00127,USD,Success,OK
TX001464,AC00193,95.5,2023-05-22 16:24:02,Debit,Omaha,D000362,177.116.108.246,M031,Online,AC00043,USD,COMPLETED,OK
TX001465,AC00132,130.93,08-Feb-2023 04:52 PM,Credit,Houston,D000417,193.221.15.59,M061,Branch,AC00196,USD,completed,OK
TX001466,AC00241,272.97,,Debit,,D000638,66.226.179.193,M033,Online,AC00326,USD,Success,OK
TX001467,AC00015,73.35,2023-03-13 16:33:49,Debit,San Francisco,D000340,9.230.41.239,M093,Branch,AC00201,USD,COMPLETED,OK
TX001468,AC00352,29.94,13-Oct-2023 04:22 PM,Debit,San Francisco,D000266,3.77.114.6,M063,ATM,AC00055,USD,Success,OK
TX001469,AC00396,307.24,02/11/2023 16:05,Debit,San Jose,D000584,17.87.7.140,M096,ATM,AC00484,USD,completed,OK
TX001470,AC00174,50.52,10-16-2023,Debit,Boston,D000377,151.247.130.190,M029,Online,AC00186,USD,COMPLETED,OK
TX001471,AC00024,820.46,03/04/2023 16:22,Credit,Fort Worth,D000185,89.21.156.229,M041,Online,AC00054,USD,COMPLETED,OK
TX001472,AC00250,153.07,03-Apr-2023 06:37 PM,Debit,,D000503,92.214.76.157,M034,ATM,AC00096,USD,Failed,Fondos insuficientes
TX001473,AC00373,52.94,06-12-2023,Debit,Tucson,D000160,98.255.160.110,M052,Branch,AC00286,USD,COMPLETED,OK
TX001474,AC00030,384.41,17-Apr-2023 04:53 PM,Debit,,D000289,168.55.199.214,M093,ATM,AC00210,USD,Failed,Fondos insuficientes
TX001475,AC00422,235.42,2023-07-10 18:34:22,Debit,Phoenix,D000424,105.87.212.115,M060,Branch,AC00046,USD,Completed,OK
TX001476,AC00229,114.23,07/06/2023 17:35,Debit,Dallas,D000213,106.244.1.47,M089,ATM,AC00048,USD,COMPLETED,OK
TX001477,AC00002,12.62,2023-05-05 16:35:44,Debit,El Paso,D000475,93.160.83.196,M068,Branch,AC00403,USD,completed,OK
TX001478,AC00227,997.37,12-22-2023,Debit,Fort Worth,D000629,32.71.250.58,M053,ATM,AC00198,USD,COMPLETED,OK
TX001479,AC00393,373.52,2023-09-25 16:23:23,Debit,Colorado Springs,D000673,219.31.152.129,M026,,AC00712,USD,FAILED,Cuenta destino no existe
TX001480,AC00042,336.05,24-Apr-2023 05:18 PM,Debit,San Antonio,D000044,89.237.88.251,M019,Branch,AC00045,USD,Success,OK
TX001481,AC00111,366.93,11/12/2023 18:43,Debit,Houston,D000697,45.182.28.148,M078,Online,AC00288,,Completed,OK
TX001482,AC00178,112.27,2023-10-19 17:34:53,Debit,Seattle,D000690,199.6.127.153,M007,Branch,AC00125,USD,COMPLETED,OK
TX001483,AC00218,494.96,2023-03-31 16:34:38,Debit,Sacramento,D000320,45.182.28.148,M067,ATM,AC00087,USD,Completed,OK
TX001484,AC00198,561.58,2023-06-23 17:38:26,Debit,Sacramento,D000229,170.154.69.105,M022,Online,AC00087,USD,Failed,Fondos insuficientes
TX001485,AC00060,440.94,2023-09-13 18:38:27,Debit,San Antonio,D000133,189.20.224.220,M008,Online,AC00156,USD,Declined,Fondos insuficientes
TX001486,AC00397,71.9,2023-02-20 16:28:39,Debit,Los Angeles,D000553,136.172.149.77,M013,Branch,AC00075,USD,COMPLETED,OK
TX001487,AC00338,256.66,2023-07-17 17:08:03,Credit,Raleigh,D000377,101.223.82.253,M045,Online,AC00723,USD,declined,Cuenta destino no existe
TX001488,AC00101,166.55,2023-07-13 17:51:44,Credit,,D000386,148.25.159.90,M065,Branch,AC00155,USD,COMPLETED,OK
TX001489,AC00384,276.26,2023-02-13 17:04:50,Debit,Louisville,D000307,97.106.5.76,M024,Branch,AC00040,USD,Success,OK
TX001490,AC00368,35.46,2023-07-18 16:38:11,Debit,Indianapolis,D000674,83.80.89.29,,ATM,AC00485,USD,Success,OK
TX001491,AC00233,38.14,2023-04-07 16:16:00,Debit,Portland,D000016,160.212.125.105,M072,Branch,AC00322,USD,Failed,Fondos insuficientes
TX001492,AC00375,506.26,18-Dec-2023 06:26 PM,Credit,Baltimore,D000670,200.136.146.93,M014,ATM,AC00316,USD,Success,OK
TX001493,AC00277,736.32,2023-04-12 17:06:06,Debit,Indianapolis,D000503,64.15.0.66,M054,Online,AC00055,USD,completed,OK
TX001494,AC00202,389.43,27-Nov-2023 06:01 PM,Credit,  AUSTIN  ,D000485,10.144.131.89,M005,ATM,AC00004,USD,Success,OK
TX001495,AC00142,25.58,2023-11-16 16:33:22,Debit,Omaha,D000083,194.29.57.163,M048,ATM,AC00172,USD,COMPLETED,OK
TX001496,AC00178,446.1,19/09/2023 17:45,Debit,Seattle,D000444,78.69.172.205,M068,ATM,AC00196,USD,COMPLETED,OK
TX001497,AC00130,,05/09/2023 16:52,Debit,Raleigh,D000064,12.246.170.239,M034,Branch,AC00170,USD,Completed,OK
TX001498,AC00018,1228.81,20-Feb-2023 04:36 PM,Debit,San Francisco,D000381,63.191.171.41,M034,ATM,AC00222,USD,Declined,Fondos insuficientes
TX001499,AC00293,46.23,2023-05-29 17:45:26,Debit,Fresno,D000350,34.86.220.205,M015,Online,AC00442,USD,Success,OK
TX001500,AC00449,265.37,2023-05-26 17:56:17,Debit,Washington,D000633,173.252.44.183,M013,Branch,AC00305,USD,Completed,OK
TX001501,AC00496,342.57,2023/02/03,Debit,Boston,D000345,64.15.0.66,M100,Online,AC00165,USD,completed,OK
TX001502,AC00370,417.26,2023-02-27 17:01:24,Credit,New York,D000183,17.36.132.202,M049,Online,AC00356,USD,COMPLETED,OK
TX001503,AC00341,33.63,03/11/2023 16:50,Debit,Columbus,D000556,141.241.241.128,M024,Online,AC00161,USD,Completed,OK
TX001504,AC00400,64.58,04/12/2023 18:06,Debit,El Paso,D000647,21.190.11.223,M056,Branch,AC00204,USD,COMPLETED,OK
TX001505,AC00301,23.23,2023-04-20 16:34:59,Credit,Miami,D000573,156.96.135.18,M064,Branch,AC00150,USD,completed,OK
TX001506,AC00249,160.52,07/08/2023 16:15,Credit,,D000254,98.255.160.110,M034,ATM,AC00326,USD,FAILED,Fondos insuficientes
TX001507,AC00239,278.88,29/09/2023 16:53,Debit,Kansas City,D000350,184.185.209.72,M001,Branch,AC00296,USD,FAILED,Fondos insuficientes
TX001508,AC00419,285.49,2023/08/11,Credit,Charlotte,D000498,41.82.55.163,M071,Branch,AC00167,USD,COMPLETED,OK
TX001509,AC00435,71.87,2023-01-16 18:03:02,Debit,Nashville,D000039,110.247.153.70,M057,ATM,AC00419,USD,Success,OK
TX001510,AC00012,308.8,2023/12/26,Debit,Baltimore,D000256,65.164.3.100,M018,ATM,AC00188,USD,Completed,OK
TX001511,AC00438,135.35,2023-07-28 18:42:51,Debit,Houston,D000219,218.54.207.160,M098,Branch,AC00289,USD,completed,OK
TX001512,AC00345,288.43,2023-05-08 16:37:53,Debit,Phoenix,D000136,7.105.184.86,M075,Branch,AC00280,USD,Success,OK
TX001513,AC00026,147.46,12-Oct-2023 04:58 PM,Credit,Albuquerque,D000380,78.69.172.205,M071,Online,AC00395,USD,Success,OK
TX001514,AC00416,214.15,2023-10-30 17:07:54,Debit,Detroit,D000531,210.228.226.64,M064,Branch,AC00489,USD,completed,OK
TX001515,AC00272,71.34,,Debit,Miami,D000256,188.225.207.71,M021,Online,AC00484,USD,completed,OK
TX001516,AC00468,170.36,27/03/2023 16:56,Debit,Indianapolis,D000225,133.63.96.21,M091,ATM,AC00225,USD,Completed,OK
TX001517,AC00040,965.66,2023-12-18 17:22:16,Debit,  RALEIGH  ,D000244,81.102.230.41,M009,ATM,AC00427,USD,completed,OK
TX001518,AC00302,736.53,10-May-2023 05:05 PM,Debit,Philadelphia,D000548,219.193.239.152,M065,ATM,AC00421,USD,COMPLETED,OK
TX001519,AC00271,213.42,2023-07-27 17:30:14,Debit,Columbus,D000536,133.67.250.163,M052,ATM,AC00409,USD,Success,OK
TX001520,AC00495,94.09,2023-09-12 16:32:09,Debit,Miami,D000429,116.237.223.50,M042,Branch,AC00256,USD,Success,OK
TX001521,AC00246,91.23,2023-05-15 16:13:54,Debit,Boston,D000184,32.240.176.64,M003,ATM,AC00156,USD,completed,OK
TX001522,AC00139,263.92,07-26-2023,Credit,San Diego,D000568,32.240.176.64,M074,Branch,AC00339,USD,Completed,OK
TX001523,AC00298,77.5,2023-05-23 16:44:55,Credit,Fort Worth,D000333,198.166.198.233,M061,Online,AC00217,USD,Success,OK
TX001524,AC00246,3.65,2023-02-13 17:48:36,Debit,,D000115,21.28.32.1,M098,Online,AC00038,USD,completed,OK
TX001525,AC00323,43.88,2023-11-13 17:43:37,Credit,Seattle,D000349,139.23.212.102,M038,Online,AC00307,USD,Completed,OK
TX001526,AC00310,591.98,28/04/2023 16:32,Debit,El Paso,D000560,7.146.35.122,M069,,AC00206,USD,Completed,OK
TX001527,AC00083,224.79,22-Aug-2023 04:34 PM,Debit,Boston,D000208,3.11.254.2,M063,Online,AC00474,USD,completed,OK
TX001528,AC00222,64.3,2023-09-04 17:36:40,Debit,Louisville,D000084,219.98.242.240,M015,ATM,AC00356,USD,completed,OK
TX001529,AC00459,111.79,26-Dec-2023 05:40 PM,Debit,Jacksonville,D000530,110.235.207.187,M056,Online,AC00019,,completed,OK
TX001530,AC00091,927.16,2023-03-20 16:48:00,Debit,San Francisco,D000385,84.237.126.96,M013,ATM,AC00186,USD,Completed,OK
TX001531,AC00122,613.7,,Credit,Fort Worth,D000670,86.83.61.143,M055,Branch,AC00417,USD,completed,OK
TX001532,AC00432,26.07,2023-03-16 17:00:29,Debit,Baltimore,D000552,194.174.252.1,M061,Branch,AC00327,USD,COMPLETED,OK
TX001533,AC00218,170.45,2023-01-05 16:56:49,Debit,San Francisco,D000560,50.202.8.53,M026,Branch,AC00056,USD,Completed,OK
TX001534,AC00294,344.27,2023/09/19,Debit,San Antonio,D000172,214.125.131.88,M031,Branch,AC00338,USD,completed,OK
TX001535,AC00407,872.72,24/04/2023 16:47,Debit,  WASHINGTON  ,D000559,216.79.134.201,M033,Online,AC00086,USD,completed,OK
TX001536,AC00480,292.95,02-16-2023,Debit,Memphis,D000456,221.169.49.152,M055,Branch,AC00023,USD,completed,OK
TX001537,AC00367,28.44,2023-08-31 17:43:38,Debit,Fresno,D000176,200.164.13.160,M047,,AC00331,USD,completed,OK
TX001538,AC00324,209.02,2023-03-03 17:08:36,Debit,El Paso,D000599,97.4.209.133,M008,ATM,AC00205,USD,completed,OK
TX001539,AC00253,20.05,2023-11-29 17:43:51,Debit,Chicago,D000293,164.75.163.220,M018,ATM,AC00170,USD,Completed,OK
TX001540,AC00344,175.02,10/04/2023 16:23,Debit,Phoenix,D000609,105.6.30.244,M092,Online,AC00221,,COMPLETED,OK
TX001541,AC00153,89.5,21/08/2023 16:22,Credit,Louisville,D000014,166.79.195.157,M020,Branch,AC00051,USD,Completed,OK
TX001542,AC00016,69.96,10-16-2023,Debit,Baltimore,D000397,184.146.10.88,,Branch,AC00263,USD,Completed,OK
TX001543,AC00291,146.51,2023-01-25 17:12:17,Debit,Albuquerque,D000575,219.98.242.240,M097,ATM,AC00286,USD,Success,OK
TX001544,AC00362,376.78,08-14-2023,Credit,Nashville,D000602,81.248.235.147,M061,Online,AC00295,USD,Success,OK
TX001545,AC00202,148.54,22-Dec-2023 04:25 PM,Credit,,D000156,145.179.219.57,M048,Branch,AC00192,USD,completed,OK
TX001546,AC00163,388.77,2023-12-11 16:57:08,Credit,  JACKSONVILLE  ,D000215,49.20.211.229,M065,Online,AC00397,USD,Completed,OK
TX001547,AC00123,100.38,2023-11-27 17:51:15,Debit,Seattle,D000548,71.93.189.160,M060,Branch,AC00355,USD,Success,OK
TX001548,AC00054,137.23,2023-04-07 16:50:22,Debit,Fresno,D000207,82.51.236.134,M084,Branch,AC00178,,Declined,Fondos insuficientes
TX001549,AC00172,870.3,2023-08-28 17:56:39,Debit,San Jose,D000200,143.212.47.226,M003,ATM,AC00249,USD,Completed,OK
TX001550,AC00176,458.94,2023-07-18 18:06:23,Debit,Detroit,D000074,151.247.130.190,M076,Branch,AC00214,USD,completed,OK
TX001551,AC00093,327.35,2023/09/25,Credit,  MEMPHIS  ,D000531,19.111.192.175,M059,Branch,AC00044,USD,COMPLETED,OK
TX001552,AC00310,757.15,17/01/2023 16:53,Debit,Raleigh,D000463,200.13.225.150,M085,,AC00483,USD,completed,OK
TX001553,AC00127,5.64,08/03/2023 16:57,Debit,Boston,D000691,77.208.193.198,M064,Online,AC00180,USD,Failed,Fondos insuficientes
TX001554,AC00286,47.23,08-03-2023,Credit,Memphis,D000031,188.225.207.71,M034,Online,AC00234,USD,completed,OK
TX001555,AC00497,239.41,01-Nov-2023 05:23 PM,Credit,Baltimore,D000693,145.246.171.225,M064,Online,AC00267,USD,Success,OK
TX001556,AC00475,7.48,03/07/2023 16:46,Debit,San Antonio,D000596,27.93.195.98,M025,ATM,AC00244,USD,Failed,Fondos insuficientes
TX001557,AC00470,170.97,01/05/2023 17:04,Debit,Nashville,D000259,187.52.200.18,M044,Branch,AC00370,USD,Completed,OK
TX001558,AC00245,262.43,13/06/2023 17:26,Credit,San Diego,D000365,172.184.35.29,M046,Online,AC00164,USD,Failed,Fondos insuficientes
TX001559,AC00480,659.15,31/01/2023 16:02,Debit,Boston,D000202,78.69.172.205,,ATM,AC00523,USD,declined,Cuenta destino no existe
TX001560,AC00011,,20/12/2023 17:15,Debit,Kansas City,D000328,37.143.57.20,M095,Online,AC00060,,completed,OK
TX001561,AC00362,111.66,07/06/2023 18:18,Credit,Washington,D000384,62.251.170.72,M068,Online,AC00676,USD,Declined,Cuenta destino no existe
TX001562,AC00015,250.01,2023-11-06 16:28:15,Debit,Kansas City,D000191,157.47.114.20,M057,ATM,AC00348,USD,completed,OK
TX001563,AC00112,554.15,18/04/2023 17:17,Debit,Raleigh,D000087,151.247.130.190,M066,ATM,AC00478,USD,Completed,OK
TX001564,AC00057,598.66,2023-01-10 16:51:44,Credit,Charlotte,D000316,52.50.209.49,M032,Branch,AC00126,USD,Success,OK
TX001565,AC00393,28.38,05-18-2023,Debit,Sacramento,D000700,149.84.108.18,M083,Branch,AC00283,USD,Completed,OK
TX001566,AC00233,16.8,,Debit,San Diego,D000426,86.220.59.252,M021,ATM,AC00288,USD,Completed,OK
TX001567,AC00466,896.79,2023-11-06 16:35:59,Debit,Dallas,D000582,138.87.180.254,M087,Online,AC00237,USD,Failed,Fondos insuficientes
TX001568,AC00453,159.0,2023-03-06 18:04:32,Debit,Las Vegas,D000545,77.92.193.22,M059,,AC00208,USD,COMPLETED,OK
TX001569,AC00203,56.31,09-27-2023,Credit,Houston,D000038,18.72.115.111,M042,Online,AC00096,USD,Declined,Fondos insuficientes
TX001570,AC00228,203.99,20-Jan-2023 04:34 PM,Debit,Philadelphia,D000007,213.15.9.253,M073,Online,AC00222,USD,Success,OK
TX001571,AC00131,50.99,31/10/2023 16:45,Debit,Detroit,D000217,147.119.62.178,M003,Branch,AC00379,USD,Completed,OK
TX001572,AC00247,101.28,2023-08-23 18:19:06,Credit,Chicago,D000506,81.222.37.186,M023,Online,AC00102,USD,completed,OK
TX001573,AC00425,299.92,09-Oct-2023 06:41 PM,Debit,Denver,D000197,201.113.165.203,M007,ATM,AC00220,USD,Completed,OK
TX001574,AC00123,77.54,02-01-2023,Debit,Phoenix,D000352,79.47.176.19,M095,,AC00362,USD,Completed,OK
TX001575,AC00139,18.35,18/09/2023 16:40,Debit,Nashville,D000685,83.80.89.29,M035,Branch,AC00144,USD,Completed,OK
TX001576,AC00379,732.53,2023-05-22 16:54:00,Credit,San Jose,D000677,220.179.173.114,M066,ATM,AC00416,USD,Declined,Fondos insuficientes
TX001577,AC00059,65.11,2023-09-07 16:47:49,Debit,  NASHVILLE  ,D000204,223.32.70.156,M026,ATM,AC00297,USD,Declined,Fondos insuficientes
TX001578,AC00233,67.07,2023-06-05 16:24:41,Credit,Los Angeles,D000038,89.237.88.251,M048,ATM,AC00448,USD,Success,OK
TX001579,AC00007,137.48,2023-11-27 17:34:33,Debit,Seattle,D000206,66.255.7.16,M058,Branch,AC00189,USD,COMPLETED,OK
TX001580,AC00028,398.36,2023-06-27 16:52:00,Debit,Columbus,D000022,80.58.55.129,M006,ATM,AC00236,USD,Success,OK
TX001581,AC00428,469.46,08/11/2023 18:24,Debit,New York,D000465,137.33.78.168,M068,ATM,AC00344,USD,Declined,Fondos insuficientes
TX001582,AC00242,37.58,2023/04/17,Debit,Indianapolis,D000047,5.252.94.135,M051,,AC00272,USD,Success,OK
TX001583,AC00447,160.24,2023-08-08 17:06:41,Debit,Washington,D000378,98.39.212.221,M019,ATM,AC00161,USD,Completed,OK
TX001584,AC00081,315.39,26/05/2023 16:52,Credit,New York,D000066,60.89.202.192,M008,Branch,AC00314,USD,COMPLETED,OK
TX001585,AC00358,434.17,2023-01-05 16:40:09,Debit,Atlanta,D000238,161.161.26.115,M010,ATM,AC00059,USD,Success,OK
TX001586,AC00254,165.91,2023-03-15 17:40:16,Debit,Jacksonville,D000574,1.198.76.182,M084,ATM,AC00434,USD,completed,OK
TX001587,AC00241,211.36,09-14-2023,Debit,San Francisco,D000039,223.189.165.37,M020,Branch,AC00089,USD,Success,OK
TX001588,AC00140,241.45,,Debit,Portland,D000435,133.63.96.21,M026,Online,AC00363,USD,completed,OK
TX001589,AC00132,23.24,13-Apr-2023 04:41 PM,Debit,Indianapolis,D000569,184.185.209.72,M054,Branch,AC00472,USD,Completed,OK
TX001590,AC00035,70.88,2023-12-04 16:18:39,Credit,Omaha,D000315,169.67.220.37,M087,Branch,AC00045,USD,COMPLETED,OK
TX001591,AC00172,1143.67,2023-10-30 16:18:48,Debit,Atlanta,D000056,184.4.253.143,M048,Online,AC00161,USD,COMPLETED,OK
TX001592,AC00016,314.52,2023-03-20 17:21:43,Debit,Memphis,D000361,146.69.70.214,M057,ATM,AC00158,USD,Completed,OK
TX001593,AC00382,181.81,29/05/2023 16:09,Credit,Austin,D000409,148.181.195.227,M026,Online,AC00192,USD,Completed,OK
TX001594,AC00413,854.64,2023/11/07,Debit,Fort Worth,D000445,174.61.77.54,M038,Branch,AC00262,USD,COMPLETED,OK
TX001595,AC00297,261.19,2023/01/12,Debit,Oklahoma City,D000608,88.55.149.101,M078,ATM,AC00307,USD,Success,OK
TX001596,AC00207,220.68,2023-10-09 18:23:25,Credit,Raleigh,D000311,194.29.57.163,M050,Online,AC00197,USD,Completed,OK
